,date,PM 2.5,Station
348,2021-12-15,35.0,Provence-Alpes-Côte d'Azur
349,2021-12-16,28.0,Provence-Alpes-Côte d'Azur
350,2021-12-17,32.0,Provence-Alpes-Côte d'Azur
351,2021-12-18,28.0,Provence-Alpes-Côte d'Azur
352,2021-12-19,26.0,Provence-Alpes-Côte d'Azur
353,2021-12-20,31.0,Provence-Alpes-Côte d'Azur
354,2021-12-21,43.0,Provence-Alpes-Côte d'Azur
355,2021-12-22,49.0,Provence-Alpes-Côte d'Azur
356,2021-12-23,34.0,Provence-Alpes-Côte d'Azur
357,2021-12-24,31.0,Provence-Alpes-Côte d'Azur
358,2021-12-25,21.0,Provence-Alpes-Côte d'Azur
359,2021-12-26,20.0,Provence-Alpes-Côte d'Azur
360,2021-12-27,23.0,Provence-Alpes-Côte d'Azur
361,2021-12-28,29.0,Provence-Alpes-Côte d'Azur
362,2021-12-29,37.0,Provence-Alpes-Côte d'Azur
363,2021-12-30,43.0,Provence-Alpes-Côte d'Azur
364,2021-12-31,48.0,Provence-Alpes-Côte d'Azur
365,2022-01-01,45.0,Provence-Alpes-Côte d'Azur
366,2022-01-02,43.0,Provence-Alpes-Côte d'Azur
367,2022-01-03,42.0,Provence-Alpes-Côte d'Azur
368,2022-01-04,61.0,Provence-Alpes-Côte d'Azur
369,2022-01-05,31.0,Provence-Alpes-Côte d'Azur
370,2022-01-06,23.0,Provence-Alpes-Côte d'Azur
371,2022-01-07,19.0,Provence-Alpes-Côte d'Azur
372,2022-01-08,28.0,Provence-Alpes-Côte d'Azur
373,2022-01-09,18.0,Provence-Alpes-Côte d'Azur
374,2022-01-10,23.0,Provence-Alpes-Côte d'Azur
375,2022-01-11,22.0,Provence-Alpes-Côte d'Azur
376,2022-01-12,27.0,Provence-Alpes-Côte d'Azur
377,2022-01-13,29.0,Provence-Alpes-Côte d'Azur
378,2022-01-14,40.0,Provence-Alpes-Côte d'Azur
379,2022-01-15,31.0,Provence-Alpes-Côte d'Azur
380,2022-01-16,43.0,Provence-Alpes-Côte d'Azur
381,2022-01-17,42.0,Provence-Alpes-Côte d'Azur
382,2022-01-18,32.0,Provence-Alpes-Côte d'Azur
383,2022-01-19,52.0,Provence-Alpes-Côte d'Azur
384,2022-01-20,56.0,Provence-Alpes-Côte d'Azur
385,2022-01-21,40.0,Provence-Alpes-Côte d'Azur
386,2022-01-22,32.0,Provence-Alpes-Côte d'Azur
387,2022-01-23,34.0,Provence-Alpes-Côte d'Azur
388,2022-01-24,38.0,Provence-Alpes-Côte d'Azur
389,2022-01-25,53.0,Provence-Alpes-Côte d'Azur
390,2022-01-26,53.0,Provence-Alpes-Côte d'Azur
391,2022-01-27,44.0,Provence-Alpes-Côte d'Azur
392,2022-01-28,47.0,Provence-Alpes-Côte d'Azur
393,2022-01-29,36.0,Provence-Alpes-Côte d'Azur
394,2022-01-30,35.0,Provence-Alpes-Côte d'Azur
395,2022-01-31,45.0,Provence-Alpes-Côte d'Azur
396,2022-02-01,25.0,Provence-Alpes-Côte d'Azur
397,2022-02-02,27.0,Provence-Alpes-Côte d'Azur
398,2022-02-03,28.0,Provence-Alpes-Côte d'Azur
399,2022-02-04,41.0,Provence-Alpes-Côte d'Azur
400,2022-02-05,44.0,Provence-Alpes-Côte d'Azur
401,2022-02-06,34.0,Provence-Alpes-Côte d'Azur
402,2022-02-07,33.0,Provence-Alpes-Côte d'Azur
403,2022-02-08,30.0,Provence-Alpes-Côte d'Azur
404,2022-02-09,32.0,Provence-Alpes-Côte d'Azur
